CUE,RESPONSE,RESPONSE.TOKEN,RESPONSE.LEMMA,POS,Source
cutlery,prepare food,food,food,NOUN,MSU-TEXAS
iguana,pet,pet,pet,NOUN,MSU-TEXAS
iguana,touch,touch,touch,NOUN,MSU-TEXAS
iguana,feed,feed,feed,NOUN,MSU-TEXAS
iguana,record,record,record,VERB,MSU-TEXAS
whore,sell,sell,sell,VERB,MSU-TEXAS
whore,sleep around,sleep,sleep,VERB,MSU-TEXAS
whore,sleep around,around,around,ADV,MSU-TEXAS
whore,give diseases ,give,give,VERB,MSU-TEXAS
whore,give diseases ,diseases,disease,NOUN,MSU-TEXAS
guesthouse,party,party,party,NOUN,MSU-TEXAS
guesthouse,have fun,fun,fun,NOUN,MSU-TEXAS
guesthouse,rent out,rent,rent,VERB,MSU-TEXAS
panhandler,beg,beg,beg,NOUN,MSU-TEXAS
panhandler,get money,get,get,VERB,MSU-TEXAS
panhandler,get money,money,money,NOUN,MSU-TEXAS
glycerine,moisturize,moisturize,moisturize,VERB,MSU-TEXAS
glycerine,in medicine,medicine,medicine,NOUN,MSU-TEXAS
glycerine,skin care,skin,skin,NOUN,MSU-TEXAS
glycerine,skin care,care,care,NOUN,MSU-TEXAS
vein,draw blood,draw,dree,VERB,MSU-TEXAS
vein,draw blood,blood,blood,NOUN,MSU-TEXAS
vein,insert iv,insert,insert,VERB,MSU-TEXAS
vein,insert iv,iv,iv,X,MSU-TEXAS
vein,blood flow,blood,blood,NOUN,MSU-TEXAS
vein,blood flow,flow,flow,VERB,MSU-TEXAS
amulet,wear,wear,wear,VERB,MSU-TEXAS
amulet,pass down through generations,pass,pass,VERB,MSU-TEXAS
amulet,pass down through generations,generations,generation,NOUN,MSU-TEXAS
amulet,pawn,pawn,pawn,NOUN,MSU-TEXAS
pharmacist,fill prescriptions,fill,fill,NOUN,MSU-TEXAS
pharmacist,fill prescriptions,prescriptions,prescription,NOUN,MSU-TEXAS
pharmacist,give shots,give,give,VERB,MSU-TEXAS
pharmacist,give shots,shots,shot,NOUN,MSU-TEXAS
pharmacist,bill insurance,bill,bill,VERB,MSU-TEXAS
pharmacist,bill insurance,insurance,insurance,NOUN,MSU-TEXAS
spareribs,eat,eat,eat,VERB,MSU-TEXAS
spareribs,cook,cook,cake,VERB,MSU-TEXAS
spareribs,season,season,season,NOUN,MSU-TEXAS
liqueur,drink,drink,drink,VERB,MSU-TEXAS
liqueur,cook,cook,cake,VERB,MSU-TEXAS
liqueur,use as flavoring,use,use,VERB,MSU-TEXAS
liqueur,use as flavoring,flavoring,flavor,NOUN,MSU-TEXAS
squirrel,hunt,hunt,hunt,NOUN,MSU-TEXAS
squirrel,eat,eat,eat,VERB,MSU-TEXAS
rake,pile up leaves,pile,pile,VERB,MSU-TEXAS
rake,pile up leaves,leaves,leave,VERB,MSU-TEXAS
rake,level grounds,level,level,NOUN,MSU-TEXAS
rake,level grounds,grounds,grounds,NOUN,MSU-TEXAS
rake,break up soil,break,break,NOUN,MSU-TEXAS
rake,break up soil,soil,soil,NOUN,MSU-TEXAS
kitty,pet,pet,pet,VERB,MSU-TEXAS
kitty,hunt mice,hunt,hunt,NOUN,MSU-TEXAS
kitty,hunt mice,mice,mouse,NOUN,MSU-TEXAS
cabinet,store dishes,store,store,VERB,MSU-TEXAS
cabinet,store dishes,dishes,dish,NOUN,MSU-TEXAS
cabinet,put medicine in,put,put,VERB,MSU-TEXAS
cabinet,put medicine in,medicine,medicine,NOUN,MSU-TEXAS
trinket,use as decoration,use,use,VERB,MSU-TEXAS
trinket,use as decoration,decoration,decoration,NOUN,MSU-TEXAS
trinket,collect,collect,collect,NOUN,MSU-TEXAS
oxtail,make stock,make,make,VERB,MSU-TEXAS
oxtail,make stock,stock,stock,NOUN,MSU-TEXAS
oxtail,cook,cook,cake,VERB,MSU-TEXAS
menu,look at meal option,look,look,VERB,MSU-TEXAS
menu,look at meal option,meal,meal,NOUN,MSU-TEXAS
menu,look at meal option,option,option,NOUN,MSU-TEXAS
menu,determine prices,determine,determine,VERB,MSU-TEXAS
menu,determine prices,prices,price,NOUN,MSU-TEXAS
menu,display available choices,display,display,NOUN,MSU-TEXAS
menu,display available choices,available,available,ADJ,MSU-TEXAS
menu,display available choices,choices,choice,NOUN,MSU-TEXAS
testes,produce testosterone,produce,produce,VERB,MSU-TEXAS
testes,produce testosterone,testosterone,testosterone,NOUN,MSU-TEXAS
testes,produce sperm,produce,produce,VERB,MSU-TEXAS
testes,produce sperm,sperm,sperm,NOUN,MSU-TEXAS
jogger, pace yourself,pace,pace,NOUN,MSU-TEXAS
vine,decoration,decoration,decoration,NOUN,MSU-TEXAS
vine,grow grapes,grow,grow,VERB,MSU-TEXAS
vine,grow grapes,grapes,grape,NOUN,MSU-TEXAS
blackberry,make jam,make,make,VERB,MSU-TEXAS
blackberry,make jam,jam,jam,NOUN,MSU-TEXAS
blackberry,make pies,make,make,VERB,MSU-TEXAS
blackberry,make pies,pies,pies,NOUN,MSU-TEXAS
blackberry,make reduction,make,make,VERB,MSU-TEXAS
blackberry,make reduction,reduction,reduction,NOUN,MSU-TEXAS
blackberry,eat,eat,eat,VERB,MSU-TEXAS
blackberry,pick,pick,pick,VERB,MSU-TEXAS
soil,plant flowers,plant,plant,NOUN,MSU-TEXAS
soil,plant flowers,flowers,flower,NOUN,MSU-TEXAS
cotton,make clothes,make,make,VERB,MSU-TEXAS
cotton,make clothes,clothes,clothes,NOUN,MSU-TEXAS
cotton,cotton balls,cotton,cotton,NOUN,MSU-TEXAS
cotton,cotton balls,balls,ball,NOUN,MSU-TEXAS
cotton,decoration,decoration,decoration,NOUN,MSU-TEXAS
vest,wear,wear,wear,VERB,MSU-TEXAS
vest,use as safety gear,use,use,VERB,MSU-TEXAS
vest,use as safety gear,safety,safety,NOUN,MSU-TEXAS
vest,use as safety gear,gear,gear,NOUN,MSU-TEXAS
vest,protection ,protection,protect,VERB,MSU-TEXAS
wagon,pull things,pull,pull,VERB,MSU-TEXAS
wagon,pull things,things,thing,NOUN,MSU-TEXAS
wagon,farming,farming,far,NOUN,MSU-TEXAS
addict,use as an example,use,use,VERB,MSU-TEXAS
addict,use as an example,example,example,NOUN,MSU-TEXAS
addict,help in recovery,help,help,VERB,MSU-TEXAS
addict,help in recovery,recovery,recovery,NOUN,MSU-TEXAS
playroom,store toys,store,store,VERB,MSU-TEXAS
playroom,store toys,toys,toy,NOUN,MSU-TEXAS
eraser,erase things,erase,erase,VERB,MSU-TEXAS
eraser,erase things,things,thing,NOUN,MSU-TEXAS
eraser,chew on,chew,chew,VERB,MSU-TEXAS
copybook,help with handwriting,help,help,VERB,MSU-TEXAS
copybook,help with handwriting,handwriting,handwriting,NOUN,MSU-TEXAS
crawfish,crawfish boil,crayfish,crayfish,NOUN,MSU-TEXAS
crawfish,crawfish boil,boil,boil,NOUN,MSU-TEXAS
crawfish,eat,eat,eat,VERB,MSU-TEXAS
crawfish,catch,catch,catch,VERB,MSU-TEXAS
topsoil,grow grass,grow,grow,VERB,MSU-TEXAS
topsoil,grow grass,grass,grass,NOUN,MSU-TEXAS
dress,wearing,wearing,wear,VERB,MSU-TEXAS
dress,warming,warming,war,NOUN,MSU-TEXAS
dress,covering,covering,cover,VERB,MSU-TEXAS
dress,flowing,flowing,flow,VERB,MSU-TEXAS
dress,burning,burning,burn,VERB,MSU-TEXAS
dress,cutting,cutting,cut,VERB,MSU-TEXAS
dress,layering,layering,layer,VERB,MSU-TEXAS
clipper,clipping,clipping,clip,VERB,MSU-TEXAS
clipper,cutting,cutting,cut,VERB,MSU-TEXAS
clipper,hitting,hitting,hit,VERB,MSU-TEXAS
clipper,throwing,throwing,throw,VERB,MSU-TEXAS
clipper,breaking,breaking,break,VERB,MSU-TEXAS
clipper,trimming,trimming,trimm,VERB,MSU-TEXAS
pumpernickel,cooking,cooking,cook,VERB,MSU-TEXAS
pumpernickel,slicing,slicing,slice,VERB,MSU-TEXAS
pumpernickel,eating,eating,eat,VERB,MSU-TEXAS
pumpernickel,baking,baking,bake,VERB,MSU-TEXAS
pumpernickel,kneeding,kneed,knee,VERB,MSU-TEXAS
pumpernickel,sandwiching,sandwiching,sandwich,NOUN,MSU-TEXAS
nightstick,hitting,hitting,hit,VERB,MSU-TEXAS
nightstick,breaking,breaking,break,VERB,MSU-TEXAS
nightstick,beating,beating,beat,VERB,MSU-TEXAS
nightstick,defending,defending,defend,VERB,MSU-TEXAS
nightstick,throwing,throwing,throw,VERB,MSU-TEXAS
nightstick,swinging,swinging,swing,VERB,MSU-TEXAS
nightstick,defensive,defensive,defend,VERB,MSU-TEXAS
nightstick,weapon,weapon,weapon,NOUN,MSU-TEXAS
boat,carrying,carrying,carry,VERB,MSU-TEXAS
boat,traveling,traveling,travel,VERB,MSU-TEXAS
boat,sinking,sinking,sink,VERB,MSU-TEXAS
boat,floating,floating,float,VERB,MSU-TEXAS
boat,boarding,boarding,board,NOUN,MSU-TEXAS
boat,sailing,sailing,sail,VERB,MSU-TEXAS
boat,steering,steering,steer,VERB,MSU-TEXAS
shed,shelter,shelter,shelter,NOUN,MSU-TEXAS
shed,storage,storage,store,VERB,MSU-TEXAS
shed,hiding,hiding,hi,VERB,MSU-TEXAS
shed,escape,escape,escape,NOUN,MSU-TEXAS
rabbit,petting,petting,pet,VERB,MSU-TEXAS
rabbit,chasing,chasing,chase,VERB,MSU-TEXAS
rabbit,eat,eat,eat,VERB,MSU-TEXAS
rabbit,breed,breed,breed,VERB,MSU-TEXAS
rabbit,sell,sell,sell,VERB,MSU-TEXAS
rabbit,show,show,show,VERB,MSU-TEXAS
peephole,looking,looking,look,VERB,MSU-TEXAS
peephole,stalking,stalking,stalk,VERB,MSU-TEXAS
peephole,eyeing,eyeing,eyeing,VERB,MSU-TEXAS
peephole,avoiding,avoiding,avoid,VERB,MSU-TEXAS
peephole,see outside,see,see,VERB,MSU-TEXAS
peephole,see outside,outside,outside,ADV,MSU-TEXAS
stool,sitting,sitting,sit,VERB,MSU-TEXAS
stool,throwing,throwing,throw,VERB,MSU-TEXAS
stool,breaking,breaking,break,VERB,MSU-TEXAS
stool,resting,resting,rest,VERB,MSU-TEXAS
stool,burning,burning,burn,VERB,MSU-TEXAS
stool,painting,painting,paint,VERB,MSU-TEXAS
stool,support,support,support,VERB,MSU-TEXAS
carport,cover,cover,cover,VERB,MSU-TEXAS
carport,parking,parking,park,VERB,MSU-TEXAS
carport,storage,storage,store,VERB,MSU-TEXAS
carport,protection,protection,protect,VERB,MSU-TEXAS
junk,hording,hording,hord,VERB,MSU-TEXAS
junk,throw,throw,throw,VERB,MSU-TEXAS
junk,burn,burn,burn,VERB,MSU-TEXAS
junk,discard,discard,discard,NOUN,MSU-TEXAS
junk,clutter,clutter,clutter,NOUN,MSU-TEXAS
buckwheat,food,food,food,NOUN,MSU-TEXAS
buckwheat,baking,baking,bake,VERB,MSU-TEXAS
buckwheat,medicine,medicine,medicine,NOUN,MSU-TEXAS
buckwheat,cooking,cooking,cook,VERB,MSU-TEXAS
buckwheat,eating,eating,eat,VERB,MSU-TEXAS
parachute,resistance,resistance,resistance,NOUN,MSU-TEXAS
parachute,protecting,protecting,protect,VERB,MSU-TEXAS
parachute,blanket,blanket,blanket,NOUN,MSU-TEXAS
parachute,coverage,coverage,coverage,NOUN,MSU-TEXAS
parachute,life support,life,life,NOUN,MSU-TEXAS
parachute,life support,support,support,NOUN,MSU-TEXAS
parachute,flying,flying,flie,VERB,MSU-TEXAS
shield,protection,protection,protection,NOUN,MSU-TEXAS
shield,hitting,hitting,hit,VERB,MSU-TEXAS
shield,cover,cover,cover,NOUN,MSU-TEXAS
shield,barricade,barricade,barricade,NOUN,MSU-TEXAS
shield,block,block,block,NOUN,MSU-TEXAS
shield,sitting,sitting,sit,VERB,MSU-TEXAS
shield,support ,support,support,VERB,MSU-TEXAS
stockbroker,investing,investing,invest,VERB,MSU-TEXAS
stockbroker,finances,finances,finances,NOUN,MSU-TEXAS
stockbroker,money,money,money,NOUN,MSU-TEXAS
stockbroker,guide,guide,guide,VERB,MSU-TEXAS
stockbroker,helper,helper,helper,NOUN,MSU-TEXAS
drone,spying,spying,spy,VERB,MSU-TEXAS
drone,recording,recording,record,VERB,MSU-TEXAS
drone,listening,listening,listen,VERB,MSU-TEXAS
drone,flying,flying,flie,VERB,MSU-TEXAS
drone,lifting,lifting,lift,VERB,MSU-TEXAS
drone,carrying,carrying,carry,VERB,MSU-TEXAS
drone,dropping,dropping,drop,VERB,MSU-TEXAS
drone,capturing ,capturing,capture,VERB,MSU-TEXAS
television,watching,watching,watch,VERB,MSU-TEXAS
television,listening,listening,listen,VERB,MSU-TEXAS
television,entainment,entertainment,entertain,VERB,MSU-TEXAS
television,distraction,distraction,distraction,VERB,MSU-TEXAS
television,background noise,background,background,NOUN,MSU-TEXAS
television,background noise,noise,noise,NOUN,MSU-TEXAS
television,binding,binding,bind,VERB,MSU-TEXAS
boomerang,throwing,throwing,throw,VERB,MSU-TEXAS
boomerang,cutting,cutting,cut,VERB,MSU-TEXAS
boomerang,hitting,hitting,hit,VERB,MSU-TEXAS
boomerang,weapon,weapon,weapon,NOUN,MSU-TEXAS
artist,painting,painting,paint,VERB,MSU-TEXAS
artist,drawing,drawing,drawe,VERB,MSU-TEXAS
artist,creating,creating,create,VERB,MSU-TEXAS
artist,making,making,make,VERB,MSU-TEXAS
artist,sculpting,sculpting,sculpt,VERB,MSU-TEXAS
diaphragm,breathing,breathing,breathe,VERB,MSU-TEXAS
diaphragm,support,support,support,VERB,MSU-TEXAS
wigmaker,creator,creator,create,VERB,MSU-TEXAS
wigmaker,buying,buying,buy,VERB,MSU-TEXAS
puddle,stomping,stomping,stomp,VERB,MSU-TEXAS
puddle,splashing,splashing,splash,VERB,MSU-TEXAS
puddle,kicking,kicking,kick,VERB,MSU-TEXAS
rosebush,gardening,gardening,garde,VERB,MSU-TEXAS
rosebush,hiding,hiding,hi,VERB,MSU-TEXAS
rosebush,cutting,cutting,cut,VERB,MSU-TEXAS
rosebush,planting,planting,plan,VERB,MSU-TEXAS
tutor,help,help,help,VERB,MSU-TEXAS
tutor,mentor,mentor,mentor,NOUN,MSU-TEXAS
tutor,homework,homework,homework,NOUN,MSU-TEXAS
tutor,answers,answers,answer,NOUN,MSU-TEXAS
tutor,support,support,support,VERB,MSU-TEXAS
tutor,teacher,teacher,teacher,NOUN,MSU-TEXAS
tutor,information ,information,information,NOUN,MSU-TEXAS
needlepoint,sewing,sewing,sew,VERB,MSU-TEXAS
needlepoint,making,making,make,VERB,MSU-TEXAS
needlepoint,crafting,crafting,craft,VERB,MSU-TEXAS
needlepoint,crochet,crochet,crochet,NOUN,MSU-TEXAS
clam,eating,eating,eat,VERB,MSU-TEXAS
clam,steamed,steamed,steam,VERB,MSU-TEXAS
clam,baked,baked,bake,VERB,MSU-TEXAS
clam,fried,fried,fry,VERB,MSU-TEXAS
clam,boiled,boiled,boil,VERB,MSU-TEXAS
trunk,storage,storage,store,VERB,MSU-TEXAS
trunk,carrying,carrying,carry,VERB,MSU-TEXAS
trunk,holding,holding,hold,VERB,MSU-TEXAS
trunk,transferring,transferring,transfer,VERB,MSU-TEXAS
beach,vacation,vacation,vacation,NOUN,MSU-TEXAS
beach,swimming,swimming,swimm,VERB,MSU-TEXAS
beach,tanning,tanning,tanning,VERB,MSU-TEXAS
beach,sand castles,sand,sand,NOUN,MSU-TEXAS
beach,sand castles,castles,castle,NOUN,MSU-TEXAS
beach,snorkeling,snorkeling,snorkel,VERB,MSU-TEXAS
beach,diving ,diving,dive,VERB,MSU-TEXAS
seawater,drinking,drinking,drink,VERB,MSU-TEXAS
seawater,swimming,swimming,swimm,VERB,MSU-TEXAS
seawater,boating,boating,boate,VERB,MSU-TEXAS
seawater,fishing,fishing,fish,VERB,MSU-TEXAS
mountainside,climbing,climbing,climb,VERB,MSU-TEXAS
mountainside,hiking,hiking,hik,VERB,MSU-TEXAS
mountainside,exploring,exploring,explore,VERB,MSU-TEXAS
lodge,live,live,live,VERB,MSU-TEXAS
lodge,sleep,sleep,sleep,VERB,MSU-TEXAS
lodge,visit,visit,visit,VERB,MSU-TEXAS
woodcraft,build,build,build,VERB,MSU-TEXAS
pill,swallow,swallow,swallow,VERB,MSU-TEXAS
pill,throw,throw,throw,VERB,MSU-TEXAS
pill,spit,spit,spit,VERB,MSU-TEXAS
shovel,dig,dig,dig,VERB,MSU-TEXAS
shovel,fill up ,fill,fill,VERB,MSU-TEXAS
suture,wound,wound,wound,NOUN,MSU-TEXAS
suture,sew ,sew,sew,VERB,MSU-TEXAS
suture,tool,tool,tool,NOUN,MSU-TEXAS
flowerbed,smell,smell,smell,VERB,MSU-TEXAS
Shirt,wear,wear,wear,VERB,MSU-TEXAS
Shirt,cut,cut,cut,VERB,MSU-TEXAS
Shirt,throw ,throw,throw,VERB,MSU-TEXAS
Shirt,donate,donate,donate,ADJ,MSU-TEXAS
ice,eat,eat,eat,VERB,MSU-TEXAS
ice,melt,melt,melt,VERB,MSU-TEXAS
ice,throw,throw,throw,VERB,MSU-TEXAS
actress,to sing,sing,se,VERB,MSU-TEXAS
actress,play a trick,play,play,VERB,MSU-TEXAS
actress,play a trick,trick,trick,NOUN,MSU-TEXAS
actress,act ,act,act,NOUN,MSU-TEXAS
journal,write,write,write,VERB,MSU-TEXAS
journal,read,read,read,VERB,MSU-TEXAS
journal,draw,draw,dree,VERB,MSU-TEXAS
journal,paint ,paint,paint,VERB,MSU-TEXAS
journal,throw ,throw,throw,VERB,MSU-TEXAS
pantaloons,underwear,underwear,underwear,ADJ,MSU-TEXAS
pantaloons,bottoms,bottoms,bottom,NOUN,MSU-TEXAS
slide,play,play,play,VERB,MSU-TEXAS
brick,throw,throw,throw,VERB,MSU-TEXAS
brick,build,build,build,NOUN,MSU-TEXAS
honeydew,eat,eat,eat,VERB,MSU-TEXAS
lasso,rope animals,rope,rope,NOUN,MSU-TEXAS
lasso,rope animals,animals,animal,NOUN,MSU-TEXAS
lasso,rope people,rope,rope,NOUN,MSU-TEXAS
lasso,rope people,people,people,NOUN,MSU-TEXAS
lasso,grab beer ,grab,grab,VERB,MSU-TEXAS
lasso,grab beer ,beer,beer,NOUN,MSU-TEXAS
earplug,block noise,block,block,NOUN,MSU-TEXAS
earplug,block noise,noise,noise,NOUN,MSU-TEXAS
bucket,put ice in,put,put,VERB,MSU-TEXAS
bucket,put ice in,ice,ice,NOUN,MSU-TEXAS
bucket,put clothes in ,put,put,VERB,MSU-TEXAS
bucket,put clothes in ,clothes,clothes,NOUN,MSU-TEXAS
bucket,put food in,put,put,VERB,MSU-TEXAS
bucket,put food in,food,food,NOUN,MSU-TEXAS
bucket,shovel snow,shovel,shovel,NOUN,MSU-TEXAS
bucket,shovel snow,snow,snow,NOUN,MSU-TEXAS
auditorium,listen to music,listen,listen,VERB,MSU-TEXAS
auditorium,listen to music,music,music,NOUN,MSU-TEXAS
auditorium,watch a play,watch,watch,VERB,MSU-TEXAS
auditorium,watch a play,play,play,VERB,MSU-TEXAS
auditorium,take a test ,take,take,VERB,MSU-TEXAS
auditorium,take a test ,test,test,NOUN,MSU-TEXAS
shaker,put seasoning in ,put,put,VERB,MSU-TEXAS
shaker,put seasoning in ,seasoning,season,VERB,MSU-TEXAS
heroin,smoke,smoke,smoke,VERB,MSU-TEXAS
heroin,cook ,cook,cake,VERB,MSU-TEXAS
heroin,sale ,sale,sale,NOUN,MSU-TEXAS
box,storage ,storage,storage,NOUN,MSU-TEXAS
prize,a reward,reward,reward,VERB,MSU-TEXAS
prize,a gift ,gift,gift,NOUN,MSU-TEXAS
child,to ask for something,ask,ask,VERB,MSU-TEXAS
child,to ask for something,something,something,PRON,MSU-TEXAS
child,play with,play,play,VERB,MSU-TEXAS
breadbasket,sale,sale,sale,NOUN,MSU-TEXAS
breadbasket,give away ,give,give,VERB,MSU-TEXAS
breadbasket,give away ,away,away,ADV,MSU-TEXAS
breadbasket,eat,eat,eat,VERB,MSU-TEXAS
crown,wear,wear,wear,VERB,MSU-TEXAS
crown,melt,melt,melt,VERB,MSU-TEXAS
crown,give away ,give,give,VERB,MSU-TEXAS
crown,give away ,away,away,ADV,MSU-TEXAS
diaper,change,change,change,VERB,MSU-TEXAS
diaper,put on a baby,put,put,VERB,MSU-TEXAS
diaper,put on a baby,baby,baby,NOUN,MSU-TEXAS
diaper,put on old person,put,put,VERB,MSU-TEXAS
diaper,put on old person,old,old,ADJ,MSU-TEXAS
diaper,put on old person,person,person,NOUN,MSU-TEXAS
diaper,throw in trash ,throw,throw,VERB,MSU-TEXAS
diaper,throw in trash ,trash,trash,INTJ,MSU-TEXAS
stapler,put papers together,put,put,VERB,MSU-TEXAS
stapler,put papers together,papers,paper,NOUN,MSU-TEXAS
stapler,put papers together,together,together,ADV,MSU-TEXAS
stapler,throw ,throw,throw,VERB,MSU-TEXAS
stapler,give to friend ,give,give,VERB,MSU-TEXAS
stapler,give to friend ,friend,friend,NOUN,MSU-TEXAS
turtleneck,wear,wear,wear,VERB,MSU-TEXAS
turtleneck,make a hairtie,make,make,VERB,MSU-TEXAS
turtleneck,make a hairtie,hair,hair,NOUN,MSU-TEXAS
turtleneck,make a hairtie,tie,tie,VERB,MSU-TEXAS
bifocals,to see,see,see,VERB,MSU-TEXAS
bifocals,maginfy glass,magnify,magnify,VERB,MSU-TEXAS
bifocals,maginfy glass,glass,glass,NOUN,MSU-TEXAS
businesswoman,not an object ,object,object,ADV,MSU-TEXAS
rink,to rollerskate,roller,roller,NOUN,MSU-TEXAS
rink,to rollerskate,skate,skate,NOUN,MSU-TEXAS
rink,ice skating,ice,ice,NOUN,MSU-TEXAS
rink,ice skating,skating,skat,VERB,MSU-TEXAS
rink,rollerblading,rollerblading,rollerblade,VERB,MSU-TEXAS
rack,to keep sauces,keep,keep,VERB,MSU-TEXAS
rack,to keep sauces,sauces,sauce,NOUN,MSU-TEXAS
rack,place condiments,place,place,NOUN,MSU-TEXAS
rack,place condiments,condiments,condiment,NOUN,MSU-TEXAS
rack,place dishes,place,place,NOUN,MSU-TEXAS
rack,place dishes,dishes,dish,NOUN,MSU-TEXAS
rack,hold clothes,hold,hold,VERB,MSU-TEXAS
rack,hold clothes,clothes,clothes,NOUN,MSU-TEXAS
rack,hold towels,hold,hold,VERB,MSU-TEXAS
rack,hold towels,towels,towel,NOUN,MSU-TEXAS
rack,hold bikes,hold,hold,VERB,MSU-TEXAS
rack,hold bikes,bikes,bike,NOUN,MSU-TEXAS
dogcatcher,catch dogs,catch,catch,VERB,MSU-TEXAS
dogcatcher,catch dogs,dogs,dog,NOUN,MSU-TEXAS
dogcatcher,catch cats,catch,catch,VERB,MSU-TEXAS
dogcatcher,catch cats,cats,cat,NOUN,MSU-TEXAS
fastener,tighten clothes,tighten,tighten,VERB,MSU-TEXAS
fastener,tighten clothes,clothes,clothes,NOUN,MSU-TEXAS
fastener,loosen clothes,loosen,loosen,VERB,MSU-TEXAS
fastener,loosen clothes,clothes,clothes,NOUN,MSU-TEXAS
fastener,tighten bags,tighten,tighten,VERB,MSU-TEXAS
fastener,tighten bags,bags,bag,NOUN,MSU-TEXAS
fastener,loosen bags,loosen,loosen,VERB,MSU-TEXAS
fastener,loosen bags,bags,bag,NOUN,MSU-TEXAS
fastener,strap things together,strap,strap,VERB,MSU-TEXAS
fastener,strap things together,things,thing,NOUN,MSU-TEXAS
fastener,strap things together,together,together,ADV,MSU-TEXAS
fastener,loosen seatbelts,loosen,loosen,VERB,MSU-TEXAS
fastener,loosen seatbelts,seatbelt,seatbelt,NOUN,MSU-TEXAS
fastener,tighten seatbelts,tighten,tighten,VERB,MSU-TEXAS
fastener,tighten seatbelts,seatbelt,seatbelt,NOUN,MSU-TEXAS
stake,hunting,hunting,hunt,VERB,MSU-TEXAS
stake,make fires,make,make,VERB,MSU-TEXAS
stake,make fires,fires,fire,NOUN,MSU-TEXAS
stake,protection ,protection,protection,NOUN,MSU-TEXAS
curtain,block out sun,block,block,VERB,MSU-TEXAS
curtain,block out sun,sun,sun,NOUN,MSU-TEXAS
curtain,block out light,block,block,VERB,MSU-TEXAS
curtain,block out light,light,light,NOUN,MSU-TEXAS
curtain,allow privacy,allow,allow,VERB,MSU-TEXAS
curtain,allow privacy,privacy,privacy,NOUN,MSU-TEXAS
curtain,close,close,close,ADJ,MSU-TEXAS
curtain,open ,open,open,VERB,MSU-TEXAS
curtain,decoration,decoration,decorate,VERB,MSU-TEXAS
curtain,aesthetic ,aesthetic,aesthetic,ADJ,MSU-TEXAS
sash,birthdays,birthdays,birthday,NOUN,MSU-TEXAS
sash,homecoming,homecoming,homecom,VERB,MSU-TEXAS
sash,prom,prom,prom,X,MSU-TEXAS
sash,pageants,pageants,pageant,NOUN,MSU-TEXAS
sash,style,style,style,NOUN,MSU-TEXAS
overcoat,to keep warm,keep,keep,VERB,MSU-TEXAS
overcoat,to keep warm,warm,warm,ADJ,MSU-TEXAS
overcoat,to pair with outfit,pair,pair,NOUN,MSU-TEXAS
overcoat,to pair with outfit,outfit,outfit,NOUN,MSU-TEXAS
overcoat,to keep clean,keep,keep,VERB,MSU-TEXAS
overcoat,to keep clean,clean,clean,VERB,MSU-TEXAS
overcoat,to protect from rain,protect,protect,VERB,MSU-TEXAS
overcoat,to protect from rain,rain,rain,NOUN,MSU-TEXAS
overcoat,to protect from snow,protect,protect,VERB,MSU-TEXAS
overcoat,to protect from snow,snow,snow,NOUN,MSU-TEXAS
stone,start fire,start,start,VERB,MSU-TEXAS
stone,start fire,fire,fire,NOUN,MSU-TEXAS
stone,skip across water,skip,skip,VERB,MSU-TEXAS
stone,skip across water,across,across,ADP,MSU-TEXAS
stone,skip across water,water,water,NOUN,MSU-TEXAS
stone,shape into objects,shape,shape,VERB,MSU-TEXAS
stone,shape into objects,objects,object,VERB,MSU-TEXAS
stone,collect,collect,collect,NOUN,MSU-TEXAS
perfume,can be sprayed,can,can,AUX,MSU-TEXAS
perfume,can be sprayed,sprayed,spray,VERB,MSU-TEXAS
perfume,can be poured,can,can,AUX,MSU-TEXAS
perfume,can be poured,poured,pour,VERB,MSU-TEXAS
perfume,to smell good,smell,smell,VERB,MSU-TEXAS
perfume,to smell good,good,good,ADJ,MSU-TEXAS
perfume,to mask other smells ,mask,mask,VERB,MSU-TEXAS
perfume,to mask other smells ,smells,smell,VERB,MSU-TEXAS
perfume,to feel good ,feel,feel,VERB,MSU-TEXAS
perfume,to feel good ,good,good,ADJ,MSU-TEXAS
lilac,placed in a bouquet,placed,place,VERB,MSU-TEXAS
lilac,placed in a bouquet,bouquet,bouquet,NOUN,MSU-TEXAS
lilac,planted ,planted,plan,VERB,MSU-TEXAS
lilac,grown,grown,grow,VERB,MSU-TEXAS
lilac,nurtured ,nurtured,nurture,VERB,MSU-TEXAS
plastics,used for water bottles,used,use,VERB,MSU-TEXAS
plastics,used for water bottles,water,water,NOUN,MSU-TEXAS
plastics,used for water bottles,bottles,bottle,NOUN,MSU-TEXAS
plastics,made into bags,made,make,VERB,MSU-TEXAS
plastics,made into bags,bags,bag,NOUN,MSU-TEXAS
plastics,made into containers ,made,make,VERB,MSU-TEXAS
plastics,made into containers ,containers,container,NOUN,MSU-TEXAS
plastics,used in clothes,used,use,VERB,MSU-TEXAS
plastics,used in clothes,clothes,clothes,NOUN,MSU-TEXAS
plastics,used in shoes,used,use,VERB,MSU-TEXAS
plastics,used in shoes,shoes,shoe,VERB,MSU-TEXAS
plastics,made into toys,made,make,VERB,MSU-TEXAS
plastics,made into toys,toys,toy,NOUN,MSU-TEXAS
plastics,used in video games,used,use,VERB,MSU-TEXAS
plastics,used in video games,video,video,NOUN,MSU-TEXAS
plastics,used in video games,games,game,NOUN,MSU-TEXAS
